Conf,Conf Abb,Expenses Title,FBS Conference,FBS Conference Labels,Ipeds Id,Make Money?,NCAA Subdivision,Profits Title,Revenues Title,School,School Abb,School | Conf SAA,School | Conf SAA (copy),Schools | SA,Schools | SA Shapes,Total Profit (bin),Year,% of Revenue from Athletics,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities","Annual Debt Service, Leases and Rental Fees on Athletic Facilities Expense",Athletic Student Aid,Athletic Student Aid Expense,Athletics Related Debt,Athletics Related Debt Expense,Coaches Compensation,Competition Guarantees - Paid,Competition Guarantees - Paid Out,Competition Guarantees - Paid Out Expense,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Excess Transfers Back,Excess Transfers Back Expense,Expenses | 2017,Expenses | 2017 YoY,Expenses | 2017 YoY ▲,Expenses | 2017 YoY ▼,Facilities and Equipment,Facilities and Equipment Expense,Game Expenses and Travel,Game Expenses and Travel Expense,Institutional/Government Support,Medical,Medical Expense,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Number of Records,Other Expenses,Other Expenses Expense,Other Revenue,Profit | 2017,Profit | 2017 YoY,Profit | 2017 YoY ▲,Profit | 2017 YoY ▼,Recruiting,Recruiting Expense ,Revenues | 2017,Revenues | 2017 YoY,Revenues | 2017 YoY ▲,Revenues | 2017 YoY ▼,Student Fees,SUM(1),Support and Admin Compensation w/Severance,Support and Admin Compensation w/Severance Expense,Ticket Sales,Total Academic Spending (University-Wide),Total Expenses,Total Expenses Expense,Total Expenses Line Dot,Total Football Coaching Salaries,Total Football Coaching Salaries Expense,Total Football Spending,Total Football Spending Expense,Total Profit,Total Profit Line Dot,Total Revenues,Total Revenues Line Dot,Year | ACC,Year | B10,Year | B12,Year | B12 (copy 2)
False,P12,Expenses,Pacific-12 Conference,P12,110635,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of California-Berkeley,CAL,,,,► P12,-22000K,2016,0.593802931,24362301,-24362301,11681595,-11681595,437940000,-437940000,20008183,332000,1743939,-1743939,8789179,19774870,0,0,,,,,27006959,-27006959,12320448,-12320448,0,2669222,-2669222,28674573,1,6979191,-6979191,13002987,,,,,1307824,-1307824,,,,,389362,1,19664409,-19664409,10690053,2433408588,103381770,-103381770,,6504681,-6504681,32580960,-32580960,-21728746,,81653024,,,,,2
False,P12,Expenses,Pacific-12 Conference,P12,110662,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of California-Los Angeles,UCLA,,,,► P12,0K,2016,0.700390898,2978699,-2978699,13490241,-13490241,100428566,-100428566,21245702,840402,1273500,-1273500,17165565,15493926,0,0,,,,,13938988,-13938988,14930107,-14930107,60000,926492,-926492,32909836,1,14758783,-14758783,11482757,,,,,1207096,-1207096,,,,,2598559,1,17142114,-17142114,18361978,4257791817,98913023,-98913023,,8258884,-8258884,26735958,-26735958,0,,98913023,,,,,2
False,AAC,Expenses,American Athletic Conference,AAC,132903,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Central Florida,UCF,,,,► AAC,0K,2016,0.221908898,11809342,-11809342,8870903,-8870903,63227656,-63227656,9321286,609300,911297,-911297,4282998,6918969,0,0,,,,,17663562,-17663562,4885864,-4885864,4391175,529044,-529044,4350036,1,6323011,-6323011,12445289,,,,,692984,-692984,,,,,22447191,1,10181502,-10181502,3934495,838741690,59379453,-59379453,,4583467,-4583467,25044275,-25044275,0,,59379453,,,,,2
False,AAC,Expenses,American Athletic Conference,AAC,201885,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Cincinnati,CIN,,,,► AAC,0K,2016,0.411408415,9896000,-9896000,6875207,-6875207,150393699,-150393699,13207181,359414,1258473,-1258473,6569561,4662582,0,0,,,,,13384988,-13384988,6855155,-6855155,24892123,633362,-633362,9588122,1,6766272,-6766272,5208783,,,,,911584,-911584,,,,,0,1,8085212,-8085212,7781571,964557930,57977434,-57977434,,5779717,-5779717,13848430,-13848430,1084722,,59062156,,,,,2
False,P12,Expenses,Pacific-12 Conference,P12,126614,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Colorado Boulder,COLO,,,,► P12,2000K,2016,0.608950355,4567639,-4567639,10553497,-10553497,178188040,-178188040,13537456,640000,1109866,-1109866,6846235,11018604,0,0,,,,,20342059,-20342059,6953676,-6953676,11270355,908665,-908665,27204472,1,8508755,-8508755,6336448,,,,,936878,-936878,,,,,1593693,1,11882480,-11882480,12367082,1160216688,74733332,-74733332,,6813395,-6813395,18372292,-18372292,2543557,,77276889,,,,,2
False,AAC,Expenses,American Athletic Conference,AAC,129020,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Connecticut,UCONN,,,,► AAC,0K,2016,0.462403499,2751393,-2751393,16079014,-16079014,18845164,-18845164,17787574,1155200,1165419,-1165419,13159372,6166461,0,0,,,,,5135411,-5135411,14794262,-14794262,26990210,765008,-765008,11959282,1,7506702,-7506702,1156099,,,,,1018243,-1018243,,,,,8280611,1,14960071,-14960071,10362040,1314088323,79211704,-79211704,,4356673,-4356673,16781226,-16781226,17571,,79229275,,,,,2
False,SEC,Expenses,Southeastern Conference,SEC,134130,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Florida,FLA,,,,► SEC,20000K,2016,0.637107519,5904193,-5904193,13422089,-13422089,91450000,-91450000,19209322,220200,4199579,-4199579,10466825,43146263,15481377,-15481377,,,,,24285674,-24285674,16547237,-16547237,1998856,1676573,-1676573,51712986,1,8051605,-8051605,6182796,,,,,1981823,-1981823,,,,,0,1,31933214,-31933214,27713183,2603540000,136788493,-136788493,,8202746,-8202746,32248389,-32248389,20133993,,141441109,,,,,2
False,SEC,Expenses,Southeastern Conference,SEC,139959,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Georgia,UGA,,,,► SEC,6000K,2016,0.673608235,9223416,-9223416,11855375,-11855375,101706851,-101706851,20883555,0,3429459,-3429459,11182273,33301406,766857,-766857,,,,,24073935,-24073935,12926759,-12926759,0,2605833,-2605833,44213821,1,13368749,-13368749,3886221,,,,,3507743,-3507743,,,,,3233143,1,23982237,-23982237,28024404,1210842407,117400502,-117400502,,10082359,-10082359,38884925,-38884925,7207623,,123841268,,,,,2
False,MWC,Expenses,Mountain West Conference,MWC,141574,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Hawaii at Manoa,HAW,,,,► MWC,-4000K,2016,0.418447637,205000,-205000,10154940,-10154940,2683042,-2683042,7207796,2387000,3088403,-3088403,3994948,4643609,0,0,,,,,5420279,-5420279,5904494,-5904494,15448640,596590,-596590,6310425,1,5290678,-5290678,4017991,,,,,684856,-684856,,,,,1551988,1,9133507,-9133507,5772514,819735640,47481543,-47481543,,2649547,-2649547,12241668,-12241668,-3354428,,44127115,,,,,2
False,AAC,Expenses,American Athletic Conference,AAC,225511,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Houston,HOU,,,,► AAC,-2000K,2016,0.319986457,5731978,-5731978,6649806,-6649806,93173130,-93173130,11619197,269000,803286,-803286,2626423,8143810,0,0,,,,,7725792,-7725792,8645268,-8645268,17609027,742994,-742994,8705533,1,7271599,-7271599,1700524,,,,,565656,-565656,,,,,7546458,1,8180968,-8180968,4868522,892694887,52204566,-52204566,,6226748,-6226748,17737625,-17737625,-735269,,51469297,,,,,2
False,SUN,Expenses,Sun Belt Conference,Sun,142285,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Idaho,IDHO,,,,► SUN,0K,2016,0.264268423,1070322,-1070322,5888742,-5888742,23295000,-23295000,3490879,2276100,479780,-479780,874832,3213909,0,0,,,,,2480036,-2480036,3414833,-3414833,9713877,463462,-463462,2060798,1,2245469,-2245469,1259301,,,,,460118,-460118,,,,,2074894,1,2723326,-2723326,629433,312734556,21646645,-21646645,,1566356,-1566356,6806382,-6806382,456499,,22103144,,,,,2
False,B10,Expenses,Big Ten Conference,B10,145637,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Illinois at Urbana-Champaign,ILL,,,,► B10,-8000K,2016,0.602109673,26174229,-26174229,12319079,-12319079,255501079,-255501079,12551554,235000,2745079,-2745079,5007415,28531388,0,0,,,,,33443420,-33443420,8113484,-8113484,443640,803802,-803802,38105715,1,13579302,-13579302,6112902,,,,,1718940,-1718940,,,,,3208815,1,17638250,-17638250,14604625,2285035594,102912910,-102912910,,4922729,-4922729,18432831,-18432831,-6663410,,96249500,,,2016,,2
False,B10,Expenses,Big Ten Conference,B10,153658,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Iowa,IOWA,,,,► B10,-4000K,2016,0.662582184,10092255,-10092255,12009313,-12009313,134295000,-134295000,20715883,178569,2264740,-2264740,9726817,27799738,0,0,,,,,28980084,-28980084,14526051,-14526051,0,1248342,-1248342,39463981,1,16820650,-16820650,9762499,,,,,1572543,-1572543,,,,,650000,1,18031134,-18031134,25667416,1189881000,116168740,-116168740,,10439008,-10439008,31137043,-31137043,-2919720,,113249020,,,2016,,2
False,B12,Expenses,Big 12 Conference,B12,155317,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Kansas,KU,,,,► B12,4000K,2016,0.693438970,2113944,-2113944,11015135,-11015135,36094238,-36094238,14308035,591927,1569629,-1569629,5827221,24020732,0,0,,,,,16540008,-16540008,9198008,-9198008,1489711,743349,-743349,37046494,1,10938789,-10938789,1962169,,,,,1641771,-1641771,,,,,319852,1,19748540,-19748540,19400723,1002620326,85703264,-85703264,,3553488,-3553488,14011838,-14011838,4955565,,90658829,,,,2016,1
False,SEC,Expenses,Southeastern Conference,SEC,157085,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Kentucky,UK,,,,► SEC,4000K,2016,0.753619584,9103938,-9103938,13560585,-13560585,112058061,-112058061,26165123,995438,3509352,-3509352,7298971,25039404,2647857,-2647857,,,,,34254637,-34254637,15148028,-15148028,0,896218,-896218,54123824,1,12238025,-12238025,7527220,,,,,2194572,-2194572,,,,,0,1,19259040,-19259040,37195389,1369591453,129873437,-129873437,,7359417,-7359417,21111841,-21111841,4954666,,132180246,,,,,2
False,SUN,Expenses,Sun Belt Conference,Sun,160658,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Louisiana at Lafayette,ULL,,,,► SUN,-2000K,2016,0.297363200,1021331,-1021331,5585264,-5585264,23140000,-23140000,5881380,1432075,374899,-374899,941631,4095079,0,0,,,,,3730052,-3730052,3889827,-3889827,12826266,842555,-842555,2428574,1,1914326,-1914326,608313,,,,,372701,-372701,,,,,457452,1,3077322,-3077322,2810052,204741739,25668326,-25668326,,2639836,-2639836,8323568,-8323568,-68884,,25599442,,,,,2
False,SUN,Expenses,Sun Belt Conference,Sun,159993,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Louisiana at Monroe,ULM,,,,► SUN,0K,2016,0.424222007,213374,-213374,3758811,-3758811,1525000,-1525000,3511513,3666500,301000,-301000,211109,1096652,0,0,,,,,1057063,-1057063,2762409,-2762409,6624157,323978,-323978,2069826,1,921029,-921029,397680,,,,,211951,-211951,,,,,318717,1,1769250,-1769250,268934,103352852,14617004,-14617004,,1655729,-1655729,5468700,-5468700,36571,,14653575,,,,,2
True,ACC,Expenses,Atlantic Coast Conference,ACC,157289,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Louisville,LOU,LOU,,,► ACC,2000K,2016,0.605125979,13299100,-13299100,14707934,-14707934,69793900,-69793900,23307089,1982309,1904634,-1904634,10452961,30391706,0,0,,,,,24995311,-24995311,13338684,-13338684,5415733,992788,-992788,26372625,1,10626700,-10626700,6488941,,,,,1729069,-1729069,,,,,1987361,1,17791121,-17791121,29054868,893171000,109393330,-109393330,,7625391,-7625391,23428837,-23428837,2753174,,112146504,,2016,,,1
False,B10,Expenses,Big Ten Conference,B10,163286,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Maryland-College Park,UMD,,,,► B10,0K,2016,0.655100885,6514786,-6514786,15644238,-15644238,37308936,-37308936,17110800,885805,1748658,-1748658,7216507,13676004,0,0,,,,,19315099,-19315099,8088764,-8088764,3789312,1173601,-1173601,37049960,1,11524370,-11524370,3360150,,,,,1218509,-1218509,,,,,11630126,1,18277658,-18277658,16493833,1427225321,94101697,-94101697,,6781898,-6781898,20779161,-20779161,0,,94101697,,,2016,,2
False,AAC,Expenses,American Athletic Conference,AAC,220862,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Memphis,MEM,,,,► AAC,-2000K,2016,0.383181449,0,0,8350690,-8350690,3290507,-3290507,11740023,353500,1270600,-1270600,3304075,10499478,0,0,,,,,6163548,-6163548,7632833,-7632833,10976828,875975,-875975,5475800,1,5468283,-5468283,1993929,,,,,711518,-711518,,,,,7387557,1,7901781,-7901781,10036174,380948767,50115251,-50115251,,5137109,-5137109,14814120,-14814120,-87910,,50027341,,,,,2
False,B10,Expenses,Big Ten Conference,B10,170976,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Michigan,MICH,,,,► B10,4000K,2016,0.680867938,12631000,-12631000,23210869,-23210869,240979000,-240979000,26086269,1305938,4838500,-4838500,23829926,37581954,1224533,-1224533,,,,,34824015,-34824015,18744772,-18744772,266467,738678,-738678,36807728,1,15112423,-15112423,14441564,,,,,2580724,-2580724,,,,,0,1,31735849,-31735849,49617039,2978417000,159096632,-159096632,,10672622,-10672622,36597582,-36597582,5978517,,163850616,,,2016,,2
False,B10,Expenses,Big Ten Conference,B10,174066,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Minnesota-Twin Cities,MINN,,,,► B10,2000K,2016,0.628935990,18143787,-18143787,10819050,-10819050,161924203,-161924203,19589029,312000,2756966,-2756966,10422398,15250676,0,0,,,,,34445930,-34445930,12466738,-12466738,7055984,899207,-899207,36763881,1,10860001,-10860001,19811435,,,,,1520156,-1520156,,,,,0,1,17316747,-17316747,23889905,2713525868,110673824,-110673824,,7627147,-7627147,27656340,-27656340,2832455,,113506279,,,2016,,2
False,SEC,Expenses,Southeastern Conference,SEC,176017,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Mississippi,MISS,,,,► SEC,12000K,2016,0.641903935,5349542,-5349542,9209892,-9209892,122733915,-122733915,18086381,252000,2254785,-2254785,4832470,31692460,0,0,,,,,29414771,-29414771,10301931,-10301931,486488,1331377,-1331377,45245236,1,9518482,-9518482,5487736,,,,,1254438,-1254438,,,,,1911778,1,15732986,-15732986,20616537,763831322,97105043,-97105043,,9187170,-9187170,34181971,-34181971,13419662,,110524705,,,,,2
False,SEC,Expenses,Southeastern Conference,SEC,178396,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Missouri-Columbia,MIZZ,,,,► SEC,2000K,2016,0.708264855,6636284,-6636284,11247490,-11247490,90075798,-90075798,18563146,3510700,3258529,-3258529,3053899,19982560,0,0,,,,,17952027,-17952027,10006196,-10006196,1015000,1092070,-1092070,43179570,1,11884673,-11884673,7381221,,,,,1467231,-1467231,,,,,0,1,18852331,-18852331,19152889,891022173,94323693,-94323693,,10057934,-10057934,21061689,-21061689,2952146,,97275839,,,,,2
False,B10,Expenses,Big Ten Conference,B10,181464,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Nebraska-Lincoln,NEB,,,,► B10,8000K,2016,0.720150371,0,0,11051273,-11051273,0,0,16700470,322000,3753112,-3753112,18626157,21518119,5244144,-5244144,,,,,21064569,-21064569,13987342,-13987342,0,1000203,-1000203,24613633,1,8675418,-8675418,9865047,,,,,2122414,-2122414,,,,,0,1,25390974,-25390974,37198005,711303535,108989919,-108989919,,6865677,-6865677,28223705,-28223705,8397186,,112142961,,,2016,,2
False,MWC,Expenses,Mountain West Conference,MWC,182281,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Nevada-Las Vegas,UNLV,,,,► MWC,0K,2016,0.314098909,2111610,-2111610,7490770,-7490770,25695711,-25695711,6886936,1345000,1017058,-1017058,2950033,8970585,0,0,,,,,13998114,-13998114,4024225,-4024225,15617025,720467,-720467,4642214,1,5418645,-5418645,4613409,,,,,973705,-973705,,,,,2958156,1,5773962,-5773962,5789602,527300000,46303882,-46303882,,2297225,-2297225,9414099,-9414099,582142,,46886024,,,,,2
False,MWC,Expenses,Mountain West Conference,MWC,182290,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Nevada-Reno,NEV,,,,► MWC,0K,2016,0.417316815,502440,-502440,7110431,-7110431,15860000,-15860000,5587444,1770500,633000,-633000,1166490,6228265,0,0,,,,,3358187,-3358187,4111855,-4111855,7334586,228710,-228710,5608439,1,4490900,-4490900,1763525,,,,,565925,-565925,,,,,2747460,1,4824707,-4824707,4399025,567259134,30911159,-30911159,,2471902,-2471902,8718206,-8718206,107131,,31018290,,,,,2
False,MWC,Expenses,Mountain West Conference,MWC,187985,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of New Mexico,UNM,,,,► MWC,-2000K,2016,0.417968956,3042105,-3042105,8919766,-8919766,69901816,-69901816,8097826,132600,1056287,-1056287,6006942,9367610,0,0,,,,,6506958,-6506958,5664943,-5664943,8821543,258820,-258820,5045970,1,7338922,-7338922,2793673,,,,,724470,-724470,,,,,3940000,1,5897822,-5897822,6712103,1098823785,44465814,-44465814,,2782547,-2782547,9322101,-9322101,-1645373,,42820441,,,,,2
True,ACC,Expenses,Atlantic Coast Conference,ACC,199120,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of North Carolina at Chapel Hill,UNC,UNC,,,► ACC,0K,2016,0.612107844,5077407,-5077407,14528812,-14528812,54824409,-54824409,15963077,2091535,1619252,-1619252,2325000,22926465,0,0,,,,,21214187,-21214187,11193254,-11193254,1848014,2274431,-2274431,30508475,1,10907668,-10907668,4840576,,,,,1545050,-1545050,,,,,7302963,1,15930254,-15930254,23332957,2085319545,95175985,-95175985,,5393238,-5393238,24818093,-24818093,0,,95175985,,2016,,,1
False,CUSA,Expenses,Conference USA,CUSA,199139,Made Money,Football Bowl Subdivision,Profits,Revenues,University of North Carolina at Charlotte,UNCC,,,,► CUSA,4000K,2016,0.190491533,2379639,-2379639,6871537,-6871537,36060000,-36060000,5697444,1093065,464592,-464592,801218,5474461,0,0,,,,,8173891,-8173891,3635849,-3635849,4862716,336673,-336673,3210762,1,2917195,-2917195,504789,,,,,567326,-567326,,,,,19380912,1,4275754,-4275754,2006928,423409824,32940261,-32940261,,2061834,-2061834,10325123,-10325123,4394590,,37334851,,,,,2
False,CUSA,Expenses,Conference USA,CUSA,227216,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of North Texas,UNT,,,,► CUSA,-2000K,2016,0.248595991,4403805,-4403805,5456867,-5456867,64108432,-64108432,5272608,1983325,933792,-933792,2008208,3438224,0,0,,,,,9584149,-9584149,3357952,-3357952,9544844,732167,-732167,3295754,1,2183436,-2183436,1309427,,,,,395899,-395899,,,,,10713470,1,6238667,-6238667,985736,439979391,34155537,-34155537,,2476199,-2476199,14592734,-14592734,-876549,,33278988,,,,,2
False,B12,Expenses,Big 12 Conference,B12,207500,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Oklahoma,OKLA,,,,► B12,22000K,2016,0.639011658,8339500,-8339500,12485841,-12485841,214200000,-214200000,25416335,890000,1894768,-1894768,16449721,46641355,5343500,-5343500,,,,,33092402,-33092402,21277244,-21277244,0,1651638,-1651638,39003051,1,11354077,-11354077,7641623,,,,,1994651,-1994651,,,,,0,1,18101384,-18101384,39747466,714484000,132611840,-132611840,,12283798,-12283798,39893246,-39893246,23104876,,150373216,,,,2016,1
False,P12,Expenses,Pacific-12 Conference,P12,209551,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Oregon,ORE,,,,► P12,0K,2016,0.600263784,18812191,-18812191,12286850,-12286850,220114828,-220114828,17661099,309100,2227766,-2227766,10318689,28036119,0,0,,,,,35590287,-35590287,10828805,-10828805,453200,1496140,-1496140,30677365,1,7182136,-7182136,14592561,,,,,1585697,-1585697,,,,,1569125,1,21343908,-21343908,25745016,714468412,110202688,-110202688,,7135989,-7135989,23594213,-23594213,1498487,,111701175,,,,,2
False,SUN,Expenses,Sun Belt Conference,Sun,102094,Made Money,Football Bowl Subdivision,Profits,Revenues,University of South Alabama,USA,,,,► SUN,0K,2016,0.137002125,1441466,-1441466,6504993,-6504993,18622313,-18622313,4884456,434800,291125,-291125,405305,2135703,0,0,,,,,3719229,-3719229,2677840,-2677840,11061043,426104,-426104,2181394,1,2848456,-2848456,1089430,,,,,532567,-532567,,,,,9173925,1,4583487,-4583487,702825,297224000,26468257,-26468257,,2002129,-2002129,8629356,-8629356,716168,,27184425,,,,,2
False,SEC,Expenses,Southeastern Conference,SEC,218663,Made Money,Football Bowl Subdivision,Profits,Revenues,University of South Carolina,SCAR,,,,► SEC,4000K,2016,0.604756655,10751736,-10751736,14848950,-14848950,151270000,-151270000,20460660,5041500,1250668,-1250668,4535817,30346425,0,0,,,,,29719019,-29719019,13945254,-13945254,0,1132894,-1132894,39166979,1,11518464,-11518464,18004125,,,,,1479494,-1479494,,,,,0,1,22380107,-22380107,25236246,839441630,116735510,-116735510,,9630318,-9630318,29970031,-29970031,5595582,,122331092,,,,,2
False,AAC,Expenses,American Athletic Conference,AAC,137351,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of South Florida,USF,,,,► AAC,-2000K,2016,0.424740715,2702128,-2702128,6192555,-6192555,26297743,-26297743,8478478,891500,1236385,-1236385,5434451,2942660,0,0,,,,,7915751,-7915751,7097749,-7097749,6370829,1031101,-1031101,10668202,1,5705491,-5705491,783990,,,,,846520,-846520,,,,,17032220,1,9901161,-9901161,3036967,999865636,48405191,-48405191,,3359837,-3359837,12871982,-12871982,-1244372,,47160819,,,,,2
False,CUSA,Expenses,Conference USA,CUSA,176372,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Southern Mississippi,USM,,,,► CUSA,0K,2016,0.428845600,2105032,-2105032,5540943,-5540943,24624421,-24624421,4693545,1527500,558139,-558139,1791372,3897242,0,0,,,,,3402794,-3402794,4332364,-4332364,3660471,210244,-210244,4318704,1,3164059,-3164059,1188383,,,,,534931,-534931,,,,,6055633,1,3478441,-3478441,3476155,290117551,25915460,-25915460,,2079014,-2079014,8739522,-8739522,0,,25915460,,,,,2
False,MAC,Expenses,Mid-American Conference,MAC,206084,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Toledo,TOL,,,,► MAC,-6000K,2016,0.277152022,1806180,-1806180,8285837,-8285837,40691516,-40691516,4086826,1073330,796617,-796617,704158,2418287,0,0,,,,,5871585,-5871585,3697228,-3697228,4254934,441290,-441290,3727742,1,4353555,-4353555,2998949,,,,,661637,-661637,,,,,10504815,1,5094842,-5094842,2230964,469618460,33289417,-33289417,,1495342,-1495342,9362075,-9362075,-5376238,,27913179,,,,,2
False,P12,Expenses,Pacific-12 Conference,P12,230764,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Utah,UTAH,,,,► P12,0K,2016,0.700093554,3843365,-3843365,10683237,-10683237,79208469,-79208469,15425501,446979,1731777,-1731777,5400513,8549247,0,0,,,,,13250701,-13250701,9679783,-9679783,5835686,929368,-929368,32796954,1,12712422,-12712422,3357119,,,,,1595398,-1595398,,,,,6084769,1,12043784,-12043784,16976245,1816032000,78051971,-78051971,,6781096,-6781096,24727560,-24727560,1395541,,79447512,,,,,2
True,ACC,Expenses,Atlantic Coast Conference,ACC,234076,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Virginia,UVA,UVA,,,► ACC,2000K,2016,0.519783438,10963097,-10963097,17212051,-17212051,67673083,-67673083,20112176,515700,991200,-991200,14369930,31556907,0,0,,,,,22893967,-22893967,10582974,-10582974,0,1310498,-1310498,24180624,1,7154231,-7154231,4305675,,,,,1536867,-1536867,,,,,13730496,1,18007775,-18007775,14612987,1272476939,99801739,-99801739,,6604313,-6604313,20443566,-20443566,3470580,,103272319,,2016,,,1
False,P12,Expenses,Pacific-12 Conference,P12,236948,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Washington,WASH,,,,► P12,-4000K,2016,0.672992106,16035595,-16035595,13026272,-13026272,258944000,-258944000,18178157,518000,2112940,-2112940,14655547,23186969,0,0,,,,,27195266,-27195266,14198424,-14198424,1986414,1154476,-1154476,31559435,1,14018838,-14018838,9867004,,,,,1474005,-1474005,,,,,0,1,18202594,-18202594,25381191,3095291099,109560972,-109560972,,8486493,-8486493,47055472,-47055472,-2406412,,107154560,,,,,2
False,B10,Expenses,Big Ten Conference,B10,240444,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Wisconsin-Madison,WIS,,,,► B10,2000K,2016,0.676310209,12556348,-12556348,14593769,-14593769,105087305,-105087305,17530861,4128000,3980800,-3980800,7728295,21499693,0,0,,,,,33889374,-33889374,15227945,-15227945,2805000,2377736,-2377736,46990102,1,12720222,-12720222,18677662,,,,,1128310,-1128310,,,,,0,1,28984356,-28984356,30959974,2264180109,130433373,-130433373,,6039836,-6039836,30731315,-30731315,2355353,,132788726,,,2016,,2
False,MWC,Expenses,Mountain West Conference,MWC,240727,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Wyoming,WYO,,,,► MWC,-2000K,2016,0.287160422,400000,-400000,6689790,-6689790,3600000,-3600000,7472335,812000,944430,-944430,1720116,4938631,0,0,,,,,2177695,-2177695,4570113,-4570113,17817469,852625,-852625,4557554,1,4887125,-4887125,1439498,,,,,1209746,-1209746,,,,,2092763,1,8417144,-8417144,3500338,413207264,37221003,-37221003,,2754880,-2754880,9273854,-9273854,-342634,,36878369,,,,,2
False,MWC,Expenses,Mountain West Conference,MWC,230728,Lost Money,Football Bowl Subdivision,Profits,Revenues,Utah State University,USU,,,,► MWC,-2000K,2016,0.260888660,2264777,-2264777,5449286,-5449286,39587000,-39587000,6273844,1120000,571769,-571769,783424,3037287,0,0,,,,,7561662,-7561662,3895374,-3895374,14892933,540409,-540409,4127784,1,3730553,-3730553,1422158,,,,,536102,-536102,,,,,4332793,1,3857286,-3857286,2329092,582070388,32416285,-32416285,,2968852,-2968852,8720377,-8720377,-370814,,32045471,,,,,2
True,ACC,Expenses,Atlantic Coast Conference,ACC,233921,Lost Money,Football Bowl Subdivision,Profits,Revenues,Virginia Polytechnic Institute and State University,VT,VT,,,► ACC,-2000K,2016,0.610178109,5298000,-5298000,13005094,-13005094,47055000,-47055000,18362365,756173,1470140,-1470140,2129180,19348259,0,0,,,,,20032901,-20032901,9179499,-9179499,2351,1202125,-1202125,30135139,1,5088440,-5088440,4636278,,,,,1457156,-1457156,,,,,8642256,1,14819308,-14819308,18053062,1094075388,84617028,-84617028,,9219924,-9219924,30870180,-30870180,-914330,,83702698,,2016,,,1
False,P12,Expenses,Pacific-12 Conference,P12,236939,Lost Money,Football Bowl Subdivision,Profits,Revenues,Washington State University,WSU,,,,► P12,-14000K,2016,0.728283616,9382269,-9382269,10976841,-10976841,140047315,-140047315,11712537,348362,1722779,-1722779,6345160,7718902,0,0,,,,,15423138,-15423138,7244635,-7244635,4130892,979979,-979979,30563393,1,9658254,-9658254,3295470,,,,,1122471,-1122471,,,,,818961,1,12847989,-12847989,5532126,929535680,71688623,-71688623,,5836610,-5836610,18430942,-18430942,-12935357,,58753266,,,,,2
False,B12,Expenses,Big 12 Conference,B12,238032,Made Money,Football Bowl Subdivision,Profits,Revenues,West Virginia University,WVU,,,,► B12,18000K,2016,0.586700962,9357114,-9357114,10161108,-10161108,113750062,-113750062,14442710,342610,2099197,-2099197,11426783,33485350,0,0,,,,,17668264,-17668264,12691540,-12691540,47298,531301,-531301,30561573,1,9372496,-9372496,5929267,,,,,1449288,-1449288,,,,,3992498,1,17484748,-17484748,19354989,734512816,85900652,-85900652,,6456188,-6456188,16645015,-16645015,19239716,,105140368,,,,2016,1
