Conf,Conf Abb,Expenses Title,FBS Conference,FBS Conference Labels,Ipeds Id,Make Money?,NCAA Subdivision,Profits Title,Revenues Title,School,School Abb,School | Conf SAA,School | Conf SAA (copy),Schools | SA,Schools | SA Shapes,Total Profit (bin),Year,% of Revenue from Athletics,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities","Annual Debt Service, Leases and Rental Fees on Athletic Facilities Expense",Athletic Student Aid,Athletic Student Aid Expense,Athletics Related Debt,Athletics Related Debt Expense,Coaches Compensation,Competition Guarantees - Paid,Competition Guarantees - Paid Out,Competition Guarantees - Paid Out Expense,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Excess Transfers Back,Excess Transfers Back Expense,Expenses | 2017,Expenses | 2017 YoY,Expenses | 2017 YoY ▲,Expenses | 2017 YoY ▼,Facilities and Equipment,Facilities and Equipment Expense,Game Expenses and Travel,Game Expenses and Travel Expense,Institutional/Government Support,Medical,Medical Expense,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Number of Records,Other Expenses,Other Expenses Expense,Other Revenue,Profit | 2017,Profit | 2017 YoY,Profit | 2017 YoY ▲,Profit | 2017 YoY ▼,Recruiting,Recruiting Expense ,Revenues | 2017,Revenues | 2017 YoY,Revenues | 2017 YoY ▲,Revenues | 2017 YoY ▼,Student Fees,SUM(1),Support and Admin Compensation w/Severance,Support and Admin Compensation w/Severance Expense,Ticket Sales,Total Academic Spending (University-Wide),Total Expenses,Total Expenses Expense,Total Expenses Line Dot,Total Football Coaching Salaries,Total Football Coaching Salaries Expense,Total Football Spending,Total Football Spending Expense,Total Profit,Total Profit Line Dot,Total Revenues,Total Revenues Line Dot,Year | ACC,Year | B10,Year | B12,Year | B12 (copy 2)
False,MWC,Expenses,Mountain West Conference,MWC,187985,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of New Mexico,UNM,,,,► MWC,-2000K,2011,0.410998029,3133389.78080102,-3133389.78080102,7104159.49523809,-7104159.49523809,93703341.4520538,-93703341.4520538,7906512.37963227,469483.882961516,861838.476641132,-861838.476641132,5978008.06589975,5793315.81712986,0,0,,,,,10713663.4162197,-10713663.4162197,4144143.36510906,-4144143.36510906,15768230.5110231,407650.919314175,-407650.919314175,4727147.19598056,1,5754036.82469229,-5754036.82469229,1807174.02098123,,,,,621287.324437903,-621287.324437903,,,,,1950012.63768212,1,5622982.01242138,-5622982.01242138,6492448.37912679,968570905.185039,43136274.213706,-43136274.213706,,2108744.02575066,-2108744.02575066,7365082.63023572,-7365082.63023572,-150453.70292116,,42985820.5107849,,,,,2
True,ACC,Expenses,Atlantic Coast Conference,ACC,199120,Made Money,Football Bowl Subdivision,Profits,Revenues,University of North Carolina at Chapel Hill,UNC,UNC,,,► ACC,0K,2011,0.598947673,4491553.26538016,-4491553.26538016,11036770.5535878,-11036770.5535878,68670541.7755193,-68670541.7755193,13108117.7519692,2933917.62810466,1363593.38142304,-1363593.38142304,3977673.12032822,18898888.8051036,0,0,,,,,17145572.0199434,-17145572.0199434,8265093.63379524,-8265093.63379524,1945414.99069835,2176595.86306601,-2176595.86306601,18659511.3386006,1,6905548.40105087,-6905548.40105087,4033561.89939757,,,,,1892957.64182157,-1892957.64182157,,,,,7475406.95208017,1,17396331.0367773,-17396331.0367773,22746576.2341351,1859920487.05749,79290580.2834344,-79290580.2834344,,4805070.32359059,-4805070.32359059,19150903.6656368,-19150903.6656368,1380370.68501386,,80670950.9684483,,2011,,,1
False,SUN,Expenses,Sun Belt Conference,Sun,227216,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of North Texas,UNT,,,,► SUN,-10000K,2011,0.351001517,137641.323023019,-137641.323023019,3532108.9519367,-3532108.9519367,137641.323023019,-137641.323023019,4538789.84686506,1267047.0627119,665256.791728256,-665256.791728256,1131727.50340127,1284683.29083785,0,0,,,,,1892009.09037842,-1892009.09037842,2461071.66910559,-2461071.66910559,124723.311411858,407579.431185163,-407579.431185163,977293.938969441,1,2499786.22542006,-2499786.22542006,1122543.94629073,,,,,294060.550262178,-294060.550262178,,,,,5264756.06492947,1,3913186.56001143,-3913186.56001143,840668.387570592,517035778.310734,20203849.1168929,-20203849.1168929,,2027500.43459608,-2027500.43459608,5851085.69428052,-5851085.69428052,-8190405.61076975,,12013443.5061231,,,,,2
False,B12,Expenses,Big 12 Conference,B12,207500,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Oklahoma,OKLA,,,,► B12,10000K,2011,0.627200413,8808575.19919313,-8808575.19919313,10071583.7161094,-10071583.7161094,92842835.6421759,-92842835.6421759,20240416.895363,951325.609359098,2254097.53081097,-2254097.53081097,12943650.2417877,30591704.8516471,0,0,,,,,24186508.2674729,-24186508.2674729,14763858.5759631,-14763858.5759631,0,1347791.3039504,-1347791.3039504,17671786.5347174,1,8667939.91064761,-8667939.91064761,10911398.5140798,,,,,1348209.56285447,-1348209.56285447,,,,,0,1,17804678.6986026,-17804678.6986026,38258324.4100552,662093175.272727,100685084.461774,-100685084.461774,,10426241.6590727,-10426241.6590727,24836811.2363937,-24836811.2363937,10643105.6998719,,111328190.161646,,,,2011,1
False,P12,Expenses,Pacific-12 Conference,P12,209551,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Oregon,ORE,,,,► P12,10000K,2011,0.472750784,16614564.5995646,-16614564.5995646,9777470.88348417,-9777470.88348417,240329040.720363,-240329040.720363,16406516.0053608,2536556.73142021,2952753.14961881,-2952753.14961881,6544815.03410854,35439660.5837359,0,0,,,,,11597505.2987785,-11597505.2987785,6633939.39124645,-6633939.39124645,1024071.71604426,1206076.2245607,-1206076.2245607,12887071.1221292,1,13720427.4477876,-13720427.4477876,10257807.0912245,,,,,1318957.04725758,-1318957.04725758,,,,,1557882.11127254,1,17769872.5156698,-17769872.5156698,21320638.8022916,565806079.986287,81383517.9637644,-81383517.9637644,,7361439.93661711,-7361439.93661711,18538073.2801623,-18538073.2801623,10184985.2284623,,91568503.1922268,,,,,2
False,SEC,Expenses,Southeastern Conference,SEC,218663,Made Money,Football Bowl Subdivision,Profits,Revenues,University of South Carolina,SCAR,,,,► SEC,2000K,2011,0.552031585,37628794.611041,-37628794.611041,9035977.87059316,-9035977.87059316,120487715.523977,-120487715.523977,14180038.5000364,350505.229558618,2743475.38639081,-2743475.38639081,3273967.45204853,26027229.4267267,0,0,,,,,19172153.7787323,-19172153.7787323,12599747.5277862,-12599747.5277862,0,1147019.56108783,-1147019.56108783,24654999.8525243,1,11671790.000718,-11671790.000718,11634640.7143328,,,,,916609.053334292,-916609.053334292,,,,,2398880.19782618,1,14453075.1384471,-14453075.1384471,21087399.7120006,688505006.56559,85919886.8171261,-85919886.8171261,,6283985.79396692,-6283985.79396692,23988512.8247848,-23988512.8247848,3507735.76789163,,89427622.5850177,,,,,2
False,,Expenses,Big East Conference,BEast,137351,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of South Florida,USF,,,,,-2000K,2011,0.519661106,2150174.06398059,-2150174.06398059,5445007.51380461,-5445007.51380461,35418279.2312393,-35418279.2312393,7939377.71321177,1818145.84830406,2028398.83765023,-2028398.83765023,5213069.08066682,2918212.64644904,0,0,,,,,6634453.67898053,-6634453.67898053,5966844.18091688,-5966844.18091688,1418995.61442031,1184189.12022604,-1184189.12022604,10009378.3739989,1,6207189.40462908,-6207189.40462908,909814.480117156,,,,,669330.548094938,-669330.548094938,,,,,16252034.426514,1,10333004.0670491,-10333004.0670491,6218451.45241596,902128209.859165,46407795.0645632,-46407795.0645632,,3992366.59830768,-3992366.59830768,13545743.5370794,-13545743.5370794,-1649693.1416769,,44758101.9228863,,,,,2
False,CUSA,Expenses,Conference USA,CUSA,176372,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Southern Mississippi,USM,,,,► CUSA,-2000K,2011,0.422706508,2045152.66752703,-2045152.66752703,4692998.27703985,-4692998.27703985,31053999.3762014,-31053999.3762014,4912919.23559463,1331140.97181262,615835.020866991,-615835.020866991,1660547.60042971,3409677.52860123,0,0,,,,,3198483.45672091,-3198483.45672091,3333794.48013554,-3333794.48013554,2059929.3704925,171389.054851663,-171389.054851663,3316060.08920557,1,1742893.38915548,-1742893.38915548,772181.692990138,,,,,434453.632758657,-434453.632758657,,,,,6492416.36951678,1,2986037.80908938,-2986037.80908938,3016505.62287947,290123270.068716,22088804.3562131,-22088804.3562131,,2409630.09185298,-2409630.09185298,7341875.66298184,-7341875.66298184,-30345.110285074,,22058459.245928,,,,,2
False,MAC,Expenses,Mid-American Conference,MAC,206084,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Toledo,TOL,,,,► MAC,-2000K,2011,0.251223362,1846528.76949581,-1846528.76949581,7267224.98450136,-7267224.98450136,52946920.9239867,-52946920.9239867,4935811.44168346,651608.961008974,966082.039571566,-966082.039571566,1596237.09296795,3436372.47635869,0,0,,,,,912405.124553589,-912405.124553589,2093549.06388112,-2093549.06388112,0,226505.33533288,-226505.33533288,1134784.42115678,1,2663683.96454347,-2663683.96454347,1327524.95286901,,,,,419143.436293097,-419143.436293097,,,,,10803708.5831388,1,2573515.02713239,-2573515.02713239,1840484.2881398,488573633.334224,22057920.4174929,-22057920.4174929,,1891039.19919525,-1891039.19919525,6914983.76709345,-6914983.76709345,-1267199.64185292,,20790720.77564,,,,,2
False,MWC,Expenses,Mountain West Conference,MWC,230764,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Utah,UTAH,,,,► MWC,0K,2011,0.493915919,3782468.91563257,-3782468.91563257,6998876.68696948,-6998876.68696948,426794.800071376,-426794.800071376,8137635.63470192,1652793.80589941,832195.443802175,-832195.443802175,2898873.5070708,8109758.46534826,0,0,,,,,3697286.00847333,-3697286.00847333,5028205.04698991,-5028205.04698991,4234839.39409823,605222.768163216,-605222.768163216,4432855.10953934,1,6696724.10729795,-6696724.10729795,2449095.80701558,,,,,804089.939230475,-804089.939230475,,,,,5775170.63620483,1,6514477.39273247,-6514477.39273247,11089789.1376266,1458068678.36684,39314713.0283609,-39314713.0283609,,3606194.12730709,-3606194.12730709,12570283.7487632,-12570283.7487632,1328462.83444217,,40643175.8628031,,,,,2
True,ACC,Expenses,Atlantic Coast Conference,ACC,234076,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Virginia,UVA,UVA,,,► ACC,6000K,2011,0.359130227,5360907.59845055,-5360907.59845055,13540055.4293814,-13540055.4293814,58862993.5954871,-58862993.5954871,15013258.2513588,533493.50008922,2035277.70284038,-2035277.70284038,4150642.38292715,36814322.8882988,0,0,,,,,12710676.8312597,-12710676.8312597,9031283.12779238,-9031283.12779238,0,1396320.00669252,-1396320.00669252,12382044.8352048,1,4519274.6546318,-4519274.6546318,2979906.90178635,,,,,1198993.56485352,-1198993.56485352,,,,,13842340.315441,1,17805084.1536627,-17805084.1536627,12990648.8851715,1148853270.00851,77250223.7224732,-77250223.7224732,,4898801.93059527,-4898801.93059527,17860921.717356,-17860921.717356,6443175.98644555,,83693399.7089187,,2011,,,1
False,P12,Expenses,Pacific-12 Conference,P12,236948,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Washington,WASH,,,,► P12,2000K,2011,0.644912664,1066987.00017844,-1066987.00017844,9304501.15399307,-9304501.15399307,3200961.00053532,-3200961.00053532,14263814.0513425,1599496.7382535,2087002.03164803,-2087002.03164803,10395565.7828175,16901305.6190055,0,0,,,,,6724196.88857854,-6724196.88857854,9702011.42885755,-9702011.42885755,2623702.89465978,667507.067311633,-667507.067311633,14421565.9453448,1,13484419.5262311,-13484419.5262311,7083788.57943068,,,,,1162569.82962843,-1162569.82962843,,,,,0,1,15053286.2686705,-15053286.2686705,21910496.9576523,2677470222.95519,72449308.2462613,-72449308.2462613,,6096108.5890015,-6096108.5890015,22733630.4808619,-22733630.4808619,2486614.27090286,,74935922.5171641,,,,,2
False,B10,Expenses,Big Ten Conference,B10,240444,Made Money,Football Bowl Subdivision,Profits,Revenues,University of Wisconsin-Madison,WIS,,,,► B10,0K,2011,0.617911297,10598496.0403815,-10598496.0403815,10284116.8566749,-10284116.8566749,97178554.389193,-97178554.389193,15095800.3656926,349971.736058529,3150876.63074695,-3150876.63074695,3468891.03916313,15910011.7436068,0,0,,,,,24106452.2328495,-24106452.2328495,15892552.6353228,-15892552.6353228,7722746.27557854,2121196.83102974,-2121196.83102974,30500061.3382018,1,8112482.48315972,-8112482.48315972,15622365.9191897,,,,,816653.711157576,-816653.711157576,,,,,0,1,22448734.2819443,-22448734.2819443,29164200.0159004,2169752337.55229,102028866.028578,-102028866.028578,,5559886.80315282,-5559886.80315282,25248033.3611974,-25248033.3611974,709382.039120629,,102738248.067699,,,2011,,2
False,MWC,Expenses,Mountain West Conference,MWC,240727,Lost Money,Football Bowl Subdivision,Profits,Revenues,University of Wyoming,WYO,,,,► MWC,-2000K,2011,0.337201097,1469495.04215176,-1469495.04215176,4893437.11995837,-4893437.11995837,1371474.14740636,-1371474.14740636,6058287.10080618,693541.550115987,995785.890669533,-995785.890669533,1338446.63180284,2772469.69113366,0,0,,,,,4848235.28268281,-4848235.28268281,3672237.42165714,-3672237.42165714,13557368.3604463,586316.825507055,-586316.825507055,4007774.95757725,1,2289033.88615781,-2289033.88615781,1811991.46728703,,,,,599926.24469433,-599926.24469433,,,,,1360565.27231654,1,5719449.37409451,-5719449.37409451,3882143.64022824,416375973.971955,29662709.1462277,-29662709.1462277,,2375137.60309821,-2375137.60309821,6349035.7234198,-6349035.7234198,-238407.575319871,,29424301.5709079,,,,,2
False,,Expenses,Western Athletic Conference,WAC,230728,Made Money,Football Bowl Subdivision,Profits,Revenues,Utah State University,USU,,,,,2000K,2011,0.257723085,883625.284197776,-883625.284197776,4683434.87255725,-4683434.87255725,9448169.88658009,-9448169.88658009,4148123.22661972,887349.068828399,470061.122928612,-470061.122928612,602829.516321816,1995064.02979065,0,0,,,,,3845000.75576503,-3845000.75576503,2672856.851784,-2672856.851784,11532918.4416837,379327.749394438,-379327.749394438,2675974.58779853,1,1680603.75507206,-1680603.75507206,459151.180851788,,,,,605209.964319214,-605209.964319214,,,,,4052993.86664482,1,2535537.75883504,-2535537.75883504,2097489.44687278,485304565.48648,21020156.0572754,-21020156.0572754,,1672422.09875469,-1672422.09875469,5573289.22686207,-5573289.22686207,3283614.08151715,,24303770.1387925,,,,,2
True,ACC,Expenses,Atlantic Coast Conference,ACC,233921,Made Money,Football Bowl Subdivision,Profits,Revenues,Virginia Polytechnic Institute and State University,VT,VT,,,► ACC,4000K,2011,0.587923561,6378448.28706672,-6378448.28706672,10002431.2216408,-10002431.2216408,68031091.1313774,-68031091.1313774,12081195.0466604,2722524.02965531,1664319.39947534,-1664319.39947534,1477176.28156604,16911723.6800753,0,0,,,,,18796774.9482255,-18796774.9482255,7661457.47530129,-7661457.47530129,377737.938764172,806446.913513869,-806446.913513869,17522635.6229235,1,5573538.90182011,-5573538.90182011,4407464.0198961,,,,,1046785.73530406,-1046785.73530406,,,,,7721882.01610839,1,9154885.03586705,-9154885.03586705,20250483.9177097,909470768.393827,66787834.6778085,-66787834.6778085,,6122718.17779895,-6122718.17779895,26278243.4534537,-26278243.4534537,4603792.82888993,,71391627.5066984,,2011,,,1
False,P12,Expenses,Pacific-12 Conference,P12,236939,Lost Money,Football Bowl Subdivision,Profits,Revenues,Washington State University,WSU,,,,► P12,-2000K,2011,0.483830723,1694742.39981143,-1694742.39981143,7723295.77388363,-7723295.77388363,23420364.6539168,-23420364.6539168,7012916.10191783,1371101.7689433,1495311.85960807,-1495311.85960807,4167038.77215889,7584469.02830341,0,0,,,,,7417001.15067741,-7417001.15067741,4506621.25579668,-4506621.25579668,10588323.3863218,795654.340007064,-795654.340007064,9659480.26004343,1,6685240.12621503,-6685240.12621503,2132159.05546958,,,,,652738.900242163,-652738.900242163,,,,,1715787.65140295,1,7049130.70769088,-7049130.70769088,5443495.59322536,797785216.544159,43337910.2160387,-43337910.2160387,,2373770.79275098,-2373770.79275098,9809401.53645151,-9809401.53645151,-676054.700170062,,42661855.5158687,,,,,2
False,,Expenses,Big East Conference,BEast,238032,Lost Money,Football Bowl Subdivision,Profits,Revenues,West Virginia University,WVU,,,,,-2000K,2011,0.567115770,4115980.24323935,-4115980.24323935,7637994.43116736,-7637994.43116736,33437524.564108,-33437524.564108,12142087.9947606,1635267.47743448,2431704.98589967,-2431704.98589967,4777917.63841005,19591063.5448724,0,0,,,,,10198597.8486106,-10198597.8486106,6928538.76994372,-6928538.76994372,156042.580828096,996459.159466646,-996459.159466646,11495928.1363616,1,9848927.00288612,-9848927.00288612,3672204.34506013,,,,,775728.357778731,-775728.357778731,,,,,4502105.76681192,1,14883162.660401,-14883162.660401,18670356.1944704,786802444.068676,65843201.2109145,-65843201.2109145,,5700453.80453033,-5700453.80453033,13695096.1094163,-13695096.1094163,-1342315.52666549,,64500885.684249,,,,,2
False,SUN,Expenses,Sun Belt Conference,Sun,157951,Lost Money,Football Bowl Subdivision,Profits,Revenues,Western Kentucky University,WKU,,,,► SUN,0K,2011,0.219007275,5231792.56854596,-5231792.56854596,5735060.46089412,-5735060.46089412,66051083.3551463,-66051083.3551463,4110090.47499836,1880564.5878145,648705.689381488,-648705.689381488,713876.188365387,2499953.74237909,0,0,,,,,4149018.42871287,-4149018.42871287,2548276.51663017,-2548276.51663017,8082964.28779978,496140.419186974,-496140.419186974,915730.923033145,1,2237419.45701118,-2237419.45701118,1016504.644239,,,,,520099.61227598,-520099.61227598,,,,,6957940.66372063,1,3316438.86959063,-3316438.86959063,1693714.89133025,295142542.30054,23761249.9286818,-23761249.9286818,,1272435.3470628,-1272435.3470628,5445182.49967264,-5445182.49967264,0,,23761249.9286818,,,,,2
False,MAC,Expenses,Mid-American Conference,MAC,172699,Made Money,Football Bowl Subdivision,Profits,Revenues,Western Michigan University,WMU,,,,► MAC,0K,2011,0.202220195,3200961.00053532,-3200961.00053532,6524934.93232122,-6524934.93232122,35210571.0058886,-35210571.0058886,5326335.08567077,1814990.76774454,680890.285254871,-680890.285254871,1183700.44017996,987689.593312179,0,0,,,,,5426576.38036353,-5426576.38036353,2514290.84670049,-2514290.84670049,19848338.6513164,700758.650185194,-700758.650185194,1215872.23220934,1,2421549.40363198,-2421549.40363198,978844.2710807,,,,,345392.227853763,-345392.227853763,,,,,0,1,3171859.99709246,-3171859.99709246,1315042.27195393,427523632.216523,27112587.8090743,-27112587.8090743,,1835723.392145,-1835723.392145,6162247.91218156,-6162247.91218156,231890.418722779,,27344478.227797,,,,,2
False,P12,Expenses,Pacific-12 Conference,P12,104151,Lost Money,Football Bowl Subdivision,Profits,Revenues,Arizona State University,ASU,,,,► P12,-2000K,2010,0.584563517,5337149.26319624,-5337149.26319624,10881381.8990107,-10881381.8990107,39770512.3380222,-39770512.3380222,11713227.6277384,1402892.08246745,3928068.11281645,-3928068.11281645,11499429.0669052,11111536.4173714,0,0,,,,,11338856.7102522,-11338856.7102522,6184252.48070241,-6184252.48070241,11391424.7137189,1278352.36252903,-1278352.36252903,10202606.359607,1,8072831.75014125,-8072831.75014125,3334506.45172929,,,,,876979.806411138,-876979.806411138,,,,,0,1,9460951.73933971,-9460951.73933971,13251149.9167658,1503475717.91144,63734902.4889412,-63734902.4889412,,4143950.24212879,-4143950.24212879,19905287.263967,-19905287.263967,-1541357.48037617,,62193545.0085651,,,,,2
False,SUN,Expenses,Sun Belt Conference,Sun,106458,Lost Money,Football Bowl Subdivision,Profits,Revenues,Arkansas State University,ARST,,,,► SUN,-6000K,2010,0.431781821,0,0,4576467.35909457,-4576467.35909457,0,0,3675025.15994791,2421474.19654191,483103.91427172,-483103.91427172,366152.213929192,645829.181619515,0,0,,,,,1454423.25471004,-1454423.25471004,1863762.46093456,-1863762.46093456,1237945.66287937,180391.022281658,-180391.022281658,737652.583822473,1,706243.862153146,-706243.862153146,926579.302646941,,,,,271341.593103772,-271341.593103772,,,,,3117948.5109821,1,1464427.24515203,-1464427.24515203,979563.359407457,162773478.899048,14675185.8716494,-14675185.8716494,,1222842.26791349,-1222842.26791349,4604692.94286553,-4604692.94286553,-4242040.85982043,,10433145.011829,,,,,2
False,SEC,Expenses,Southeastern Conference,SEC,100858,Made Money,Football Bowl Subdivision,Profits,Revenues,Auburn University,AUB,,,,► SEC,0K,2010,0.563693897,12585454.7407038,-12585454.7407038,9683407.07042557,-9683407.07042557,121048509.9854,-121048509.9854,15330489.6213979,0,3094750.78817923,-3094750.78817923,3509809.07618794,32724156.7078362,0,0,,,,,27098539.4249461,-27098539.4249461,7993014.45727279,-7993014.45727279,0,747839.285499289,-747839.285499289,26728279.5102435,1,17797906.8881389,-17797906.8881389,5959316.23923519,,,,,1839859.20860442,-1839859.20860442,,,,,5791290.14473714,1,16474902.5414256,-16474902.5414256,27221920.1392804,656521612.584959,100060709.28589,-100060709.28589,,7183347.23084516,-7183347.23084516,30721592.0439456,-30721592.0439456,1874062.53163058,,101934771.81752,,,,,2
False,MAC,Expenses,Mid-American Conference,MAC,150136,Made Money,Football Bowl Subdivision,Profits,Revenues,Ball State University,BALL,,,,► MAC,2000K,2010,0.172412231,0,0,6063462.74375836,-6063462.74375836,0,0,4502054.35636474,1169809.78166904,785644.001057755,-785644.001057755,647875.327315593,1489264.96638801,0,0,,,,,2262917.16682244,-2262917.16682244,1752213.95006059,-1752213.95006059,6132756.52990268,281435.838493084,-281435.838493084,1239859.72816473,1,1718738.16996348,-1718738.16996348,567096.048789044,,,,,235728.311693176,-235728.311693176,,,,,10149719.1618144,1,1492168.53408368,-1492168.53408368,763004.317990178,365087610.597342,19094363.0722973,-19094363.0722973,,1498364.20601656,-1498364.20601656,5673322.52590216,-5673322.52590216,3065022.78973632,,22159385.8620336,,,,,2
False,,Expenses,Western Athletic Conference,WAC,142115,Made Money,Football Bowl Subdivision,Profits,Revenues,Boise State University,BSU,,,,,0K,2010,0.455572496,4196304.7155982,-4196304.7155982,6221177.7608595,-6221177.7608595,44035790.5447688,-44035790.5447688,8514694.6568356,638388.651815595,868979.035531745,-868979.035531745,3052355.17767814,7213584.83953943,0,0,,,,,9261232.95028929,-9261232.95028929,3035077.95928581,-3035077.95928581,8449865.18857363,115480.104433084,-115480.104433084,7010764.36217726,1,7276313.12860085,-7276313.12860085,3187675.96114161,,,,,309994.925301117,-309994.925301117,,,,,3280058.50374996,1,4742882.07258182,-4742882.07258182,7817686.51740208,225340934.745002,40345832.5937188,-40345832.5937188,,4795672.41140661,-4795672.41140661,18303862.9148054,-18303862.9148054,304546.608358897,,40650379.2020777,,,,,2
False,MAC,Expenses,Mid-American Conference,MAC,201441,Made Money,Football Bowl Subdivision,Profits,Revenues,Bowling Green State University,BGSU,,,,► MAC,0K,2010,0.179426441,149856.232663264,-149856.232663264,5851889.73784578,-5851889.73784578,1683860.13617257,-1683860.13617257,4226290.27084201,602066.538867466,523918.962524523,-523918.962524523,553688.786430827,3220176.54753956,0,0,,,,,2645796.26409929,-2645796.26409929,1789839.25639449,-1789839.25639449,2301403.1971662,211691.87828223,-211691.87828223,1340039.41768594,1,1323838.65464098,-1323838.65464098,1050729.38537373,,,,,393168.161271974,-393168.161271974,,,,,10453351.113329,1,2680792.06958976,-2680792.06958976,1227032.51894359,284140842.002629,19647225.255491,-19647225.255491,,1410705.73943166,-1410705.73943166,4756901.30750971,-4756901.30750971,1101262.2498453,,20748487.5053363,,,,,2
False,,Expenses,Western Athletic Conference,WAC,110556,Lost Money,Football Bowl Subdivision,Profits,Revenues,California State University-Fresno,FRES,,,,,-2000K,2010,0.482015738,6075257.5244357,-6075257.5244357,4747460.86015346,-4747460.86015346,80856380.4663069,-80856380.4663069,7722607.33307486,1049037.65544642,402816.635275104,-402816.635275104,2410349.72394898,5834206.37219049,0,0,,,,,3435943.10649252,-3435943.10649252,3956594.1795218,-3956594.1795218,6529521.68102661,558745.264821242,-558745.264821242,2268483.25546422,1,2837984.26839846,-2837984.26839846,1098607.43358981,,,,,312700.372380708,-312700.372380708,,,,,1730859.84965735,1,5402609.4154194,-5402609.4154194,8410318.11226375,310303218.59046,29377461.4355376,-29377461.4355376,,2764804.0161687,-2764804.0161687,6734595.23006165,-6734595.23006165,-46077.351949923,,29331384.0835876,,,,,2
False,MAC,Expenses,Mid-American Conference,MAC,169248,Made Money,Football Bowl Subdivision,Profits,Revenues,Central Michigan University,CMU,,,,► MAC,0K,2010,0.213318644,,,5059112.29393903,-5059112.29393903,,,5045181.11261829,1720292.31612963,330201.02680117,-330201.02680117,1183725.55360853,1179537.5039186,0,0,,,,,5721078.39973832,-5721078.39973832,2539864.4726912,-2539864.4726912,18114699.5519117,419851.706247777,-419851.706247777,1637620.98571951,1,3476385.02758504,-3476385.02758504,2095601.00453202,,,,,553008.572315617,-553008.572315617,,,,,0,1,3386638.58984066,-3386638.58984066,1258487.46875667,329829446.08236,26531321.2017771,-26531321.2017771,,2086751.61701375,-2086751.61701375,7746828.67906082,-7746828.67906082,658643.182799581,,27189964.3845767,,,,,2
True,ACC,Expenses,Atlantic Coast Conference,ACC,217882,Made Money,Football Bowl Subdivision,Profits,Revenues,Clemson University,CLEM,CLEM,,,► ACC,0K,2010,0.617490951,3411934.18983381,-3411934.18983381,11010334.2053372,-11010334.2053372,34968288.7382439,-34968288.7382439,12037238.4859572,628211.856169583,2513569.46425694,-2513569.46425694,3536492.62116374,16497232.9361981,0,0,,,,,12475551.7316134,-12475551.7316134,7519015.28598006,-7519015.28598006,3559038.74727373,550219.474309236,-550219.474309236,13079733.7583926,1,5846001.15286783,-5846001.15286783,2433513.32597908,,,,,1165200.1753349,-1165200.1753349,,,,,1745174.06416919,1,9379487.84401759,-9379487.84401759,21878473.9425031,580316942.385724,62496617.8196744,-62496617.8196744,,5448935.51880951,-5448935.51880951,19937758.1322725,-19937758.1322725,861253.432174683,,63357871.251849,,2010,,,1
False,MWC,Expenses,Mountain West Conference,MWC,126818,Made Money,Football Bowl Subdivision,Profits,Revenues,Colorado State University,CSU,,,,► MWC,0K,2010,0.308295832,417890.312148578,-417890.312148578,6372568.3276273,-6372568.3276273,3015836.04478402,-3015836.04478402,5440767.44607654,620941.930229511,529969.34600561,-529969.34600561,2319600.57575322,2656021.48922923,0,0,,,,,3447338.34392743,-3447338.34392743,2701151.16423223,-2701151.16423223,9433121.29613082,619905.099005355,-619905.099005355,3347471.24471159,1,4348410.71792407,-4348410.71792407,2870802.94845223,,,,,554461.456833542,-554461.456833542,,,,,5255394.79097054,1,3892957.83763668,-3892957.83763668,2722059.49324929,723975595.654844,27907529.7392688,-27907529.7392688,,2625247.85420145,-2625247.85420145,9471616.1318353,-9471616.1318353,1317884.02945767,,29225413.7687264,,,,,2
False,CUSA,Expenses,Conference USA,CUSA,198464,Made Money,Football Bowl Subdivision,Profits,Revenues,East Carolina University,ECU,,,,► CUSA,0K,2010,0.374649788,1331967.10325074,-1331967.10325074,5778567.49917449,-5778567.49917449,54587733.0806801,-54587733.0806801,7118199.66892737,535306.495268806,352764.763632583,-352764.763632583,1113963.98267625,4887619.08865958,0,0,,,,,4074528.77825411,-4074528.77825411,5357633.8342289,-5357633.8342289,3767047.78343704,505982.442748683,-505982.442748683,4906060.81600642,1,3233151.24655267,-3233151.24655267,2071150.71916748,,,,,489359.022389423,-489359.022389423,,,,,11492958.22745,1,6631292.93949699,-6631292.93949699,6756025.27670105,494513780.712785,33541480.1954052,-33541480.1954052,,3611917.13970567,-3611917.13970567,10724602.4514855,-10724602.4514855,1988652.19396139,,35530132.3893666,,,,,2
